일시,총생활인구수
2018-09-03,11950600.0
2018-09-04,12007466.0
2018-09-05,12096562.0
2018-09-06,12034499.0
2018-09-07,12228815.0
2018-09-08,11138258.0
2018-09-09,10879352.0
2018-09-10,12017592.0
2018-09-11,12084343.0
2018-09-12,12054959.0
2018-09-13,12035134.0
2018-09-14,12099949.0
2018-09-15,10954723.0
2018-09-16,10865244.0
2018-09-17,12018393.0
2018-09-18,12124801.0
2018-09-19,12122862.0
2018-09-20,12358070.0
2018-09-21,11879254.0
2018-09-22,10206776.0
2018-09-23,9339920.0
2018-09-24,8939501.0
2018-09-25,9391085.0
2018-09-26,10194257.0
2018-09-27,11808768.0
2018-09-28,12100220.0
2018-09-29,10927129.0
2018-09-30,10918765.0
2018-10-01,11984610.0
2018-10-02,12045630.0
2018-10-03,10826325.0
2018-10-04,11995408.0
2018-10-05,12132827.0
2018-10-06,11915991.0
2018-10-07,11035154.0
2018-10-08,11822057.0
2018-10-09,10631734.0
2018-10-10,11991834.0
2018-10-11,12006695.0
2018-10-12,12084960.0
2018-10-13,10718862.0
2018-10-14,10805624.0
2018-10-15,11987931.0
2018-10-16,11980615.0
2018-10-17,12024031.0
2018-10-18,12017048.0
2018-10-19,12053896.0
2018-10-20,10910872.0
2018-10-21,10805214.0
2018-10-22,11943420.0
2018-10-23,11924798.0
2018-10-24,12045570.0
2018-10-25,12088170.0
2018-10-26,12113276.0
2018-10-27,10888376.0
2018-10-28,10762141.0
2018-10-29,12000396.0
2018-10-30,11958837.0
2018-10-31,12042637.0
2018-11-01,12031880.0
2018-11-02,11958235.0
2018-11-03,10759509.0
2018-11-04,10706473.0
2018-11-05,11935969.0
2018-11-06,12016799.0
2018-11-07,12017395.0
2018-11-08,12040195.0
2018-11-09,12005899.0
2018-11-10,10863618.0
2018-11-11,10682852.0
2018-11-12,11980607.0
2018-11-13,12024037.0
2018-11-14,12032986.0
2018-11-15,11978618.0
2018-11-16,11977021.0
2018-11-17,10973093.0
2018-11-18,10721338.0
2018-11-19,11910287.0
2018-11-20,11976855.0
2018-11-21,12077346.0
2018-11-22,12111241.0
2018-11-23,12050928.0
2018-11-24,14451738.0
2018-11-25,14482415.0
2018-11-26,12139408.0
2018-11-27,12049599.0
2018-11-28,12095856.0
2018-11-29,12068204.0
2018-11-30,12176041.0
2018-12-01,11085888.0
2018-12-02,10842549.0
2018-12-03,12024127.0
2018-12-04,12091652.0
2018-12-05,12108702.0
2018-12-06,12044464.0
2018-12-07,12121889.0
2018-12-08,11021032.0
2018-12-09,10811368.0
2018-12-10,11995263.0
2018-12-11,12065737.0
2018-12-12,12110059.0
2018-12-13,12064360.0
2018-12-14,12149271.0
2018-12-15,11217662.0
2018-12-16,11015392.0
2018-12-17,12064874.0
2018-12-18,12133978.0
2018-12-19,12148987.0
2018-12-20,12407531.0
2018-12-21,12224680.0
2018-12-22,11068470.0
2018-12-23,10862684.0
2018-12-24,11744255.0
2018-12-25,10914705.0
2018-12-26,12137522.0
2018-12-27,12149493.0
2018-12-28,12085612.0
2018-12-29,10816455.0
2018-12-30,10738495.0
2018-12-31,11596618.0
